该时间无法配送,Delivery service is not available at this time.
请另选配送时间,Please select another time for delivery.
买家留言,Customer's message
选填,Optional
件商品,XXX items
合计,Total
支付方式,Payment method
手续费,Handling fee
发票信息,Invoice information
发票类型,Invoice type
普通发票,Plain invoice
增值发票,Value-added invoice
电子发票是税务局认可的有效凭证,Electronic invoice is a valid certificate approved by the tax bureau.
其法律效力,Legal effect
基本用途及使用规定,Basic usage and terms of use
个人,Individual
单位,Enterprise
单位名称,Enterprise name
可填写单位名称,Fill in company name
纳税人识别号,Taxpayer's registration number
发票内容,Invoice content
红包,Red packet
红包金额,Red packet amount
不使用红包,Don't use red pocket
使用期限,Valid period
优惠金额,Discount amount 
不使用优惠券,Don't use coupon
免邮,Free shipping
范围,Range
有效期至,Valid until
不可用原因,reason not available
储值卡,Pre-paid card
储值卡余额,Pre-paid card balance
不使用储值卡,Don't use pre-paid card
金额,Amount
过期时间,Valid to
面值,Nominal value
商品包装,Commodity packaging 
免费额度,Free allowances
不要包装,Without packaging
订单满,Order over XXX
免费,Free
是否使用余额,Use balance or not
支付密码,Payment password
请输入支付密码,Please enter your payment password.
可使用,Available
积分抵扣,Shop with reward points
团购若有保证金,Group purchase with deposit
第一次只需支付保证金和相应的支付费用,"For the first time, only pay the deposit and the corresponding payment"
实付款,Grand total
积分,Reward points
继续购物,Continue shopping
确认兑换,Redeem now
提交订单,Place order
配送方式切换,Payment method option
上门自提选择,Pickup option
选择的配送方式,Select delivery method
组,Set
自提点选择,Select a pickup location
订单确认页面,ORder confirmation page
显示红包,Show red pocket
显示储值卡,Show pre-paid card
显示优惠券,Show coupon
使用红包,Use red pocket
使用储值卡,Use pre-paid card
使用积分,Use reward points
使用余额,Use your balance
发票,Invoice
没有增值发票,No value-added invoices
确定去添加吗,Confirm to add
增值发票正在审核,Value-added invoices are under review.
单选,Select one option
获取配送方式,Acquire delivery method
切换使用余额,Switch to use balance
显示支付密码,Show payment password
隐藏支付密码,Hide payment password
测试机器人,Test robot
大商场官方,Mall official
分享规则,Share rules
点击右上角分享给朋友,Click on the top right corner to share with friends
选择,Choose
编辑,Edit
删除,Delete
新增收货人信息,Add a new shipping address
还没有收货地址哦,You haven't add any shipping address.
点击添加一个收货地址,Add address
点击设置地址,click to set address
组合配件,Accessories set
主商品,Main product
属性,Attribute
推荐配件,Recommended accessories
配件,Accessories 
套,Set
购买,Buy
省,Province
切换,Shift
至少一件,At least one piece
配件商品,Accessories products
配件选择,Accessories options
勾选即加入,Select to add
取消则删除,Cancel and delete
新增配件,New accessories
套餐数量,Combo quantity
减少,Decrease
增加,Increase
限购商品,Items with purchase limits
加入套餐到购物车,Add combo to cart
套餐组名,Combo name
当前商品,Current item
表单,Form
移除勾选,Unselect
该商品库存不足,This item is out of stock.
套餐区间价,Price range of combo
参考价,Reference price
切换属性,Switch property
添加套餐商品到购物车,Add combo to cart
商品属性,Commodity property
当前,Current
如果需要缺货登记,Please put your name on the waiting list if you want out of stock item
跳转,Jump
节省价,You save
市场价,List price
套餐提交到购物车,Add combo to cart
最终,Final
回调,Callback
去购物车,Shopping cart
收货人,Full name
请输入收货人姓名,Please enter your full name
请输入联系电话,Please enter your phone number
详细信息,Detailed information
详细地址,Detailed address
保存,Save
分享内容,Share content
分享统计,Share statistics
余额支付成功,Balance payment success
已付款金额,Amount Paid
应付款金额,Amount Due
订单号,Order number
门店信息,Offline store information
查看订单,View order
商品优惠,Discount
税,Tax
配送费用,Shipping fee
保价费用,Insurance fee
支付费用,Handling fee
包装费用,Packing fee
贺卡费用,Greeting card fee
余额,Balance
运费优惠,Shipping discount
储值卡折扣,Pre-paid card discount
手机号码格式不正确,Please enter a valid phone number.
请选择所在地区,Please select your region
请输入详细地址,Please enter detailed address
收货地址,Shipping address
套装列表,Combo list
优惠套餐,Combo offer
套装商品列表,Combo list
原价,List price
立省,You save
拼团频道,Group purchase channel
排行,Rank
好评,Positive comment
中评,Neutral comment
差评,Negative comment
有图,Images
评论图片,Review images
管理员回复,Message from administrator
回复,Comment
正在加载,Loading
头像,Profile
没有更多了,No more
优惠活动商品商品列表,Special offers list
默认地址,Default address
设为默认,Set default
设置成功,Setting complete
点击美洽,Click meiqia
打开会话,Messages
设置,Setting
会员,Membership
姓名,Name
性别,Gender
邮箱,Email
网站名称,Website Name
自定义字段,Custom fields
来源网站名称,Source site
常规情况下,Under normal conditions
批发首页,Wholesale homepage
批发列表,Wholesale list
进货单,Purchase list
求购信息,Purchase information
